"ID_NAME","CONSUMPTION_SEGMENT_CODE","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Dog kennel fees","430622",2.714,3.778,4.825,6.044,6.607,6.613,7.645,8.036,9.471,10.824,11.813,12.618,12.567,12.727,12.532,11.882,11.659,11.902,11.255,11.005,9.815,9.096,8.872,8.487,8.944,8.226,8.118,7.879,7.244,7.342,7.016,7.203,7.371,7.399,7.387,6.893,6.563,6.427,6.069,6.153,6.994,6.553,6.992,6.915,6.606,6.811,6.457,6.565,6.452,6.758,6.911,5.974,5.528,5.429
"Cat food - pouch","430624",8.591,12.923,10.452,7.974,8.534,7.709,14.803,14.477,17.084,14.388,17.167,11.668,14.015,15.446,20.728,21.298,19.188,19.322,12.092,10.375,8.318,9.177,2.571,7.3,6.199,2.544,-3.43,-2.923,-3.567,-2.121,-2.509,-2.309,-3.424,-5.554,2.524,-2.036,0.94,-3.193,-0.139,2.003,2.383,4.428,2.924,2.626,5.781,7.4,2.75,5.716,1.572,5.231,4.874,2.194,0.697,0.267
"Dog treats","430626",-0.58,-0.655,-0.276,0.222,-2.526,-0.229,3.095,9.519,14.866,13.823,11.938,17.332,19.385,18.627,17.873,17.066,18.888,15.988,15.529,8.348,4.228,5.306,5.51,1.879,-2.831,-0.513,0.132,-3.107,-5.946,-3.355,-5.503,-6.499,-6.463,-7.633,-9.618,-8.404,-4.613,-8.026,-8.895,-6.137,-7.262,-7.794,-8.523,-2.321,-5.462,-2.307,-3.65,-3.607,-2.95,1.607,0.409,1.803,4.125,0.113
"Pet collar - dog or cat","430627",,,,,,,,,,,,,3.227,5.3,4.708,3.672,4.817,-1.007,1.754,3.144,2.031,-1.447,-0.982,1.181,-2.334,-0.296,2.123,-7.83,-4.737,1.633,2.586,3.24,-0.252,1.675,-2.34,1.299,1.896,-0.291,-2.661,3.917,3.941,-0.977,-6.399,-2.674,0.587,0.298,3.998,-2.109,-2.365,-6.279,-2.826,0.329,-1.327,-1.519
"Bird seed","430628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.679,-1.396,-0.947,1.208,1.987,2.724,1.419,1.565,2.475,1.937,0.428,-1.159,-0.516,6.803,6.525,6.463,5.907,3.506
"Dog grooming (adult)","430629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Domestic cleaner","440101",2.803,3.455,3.712,4.505,4.616,4.887,5.234,5.212,5.852,5.823,5.272,5.653,5.675,4.892,4.378,4.314,4.631,4.44,4.442,4.786,4.356,4.28,4.548,4.116,4.306,4.821,5.364,5.271,4.475,4.928,4.605,4.552,4.74,5.103,4.972,5.072,4.931,4.58,4.124,3.808,4.444,4.318,4.653,4.622,4.195,4.013,3.989,4.102,4.066,4.316,4.524,4.653,4.319,4.16
"Dry cleaning - men's suit","440104",5.013,5.719,6.1,7.443,8.06,8.637,8.482,8.427,8.607,9.358,9.581,9.612,9.472,9.736,10.482,9.536,8.949,8.483,8.483,9.034,8.368,7.874,7.045,6.441,6.421,5.931,4.868,4.988,5.318,6.023,5.968,5.477,5.62,5.583,5.795,5.805,5.682,5.525,5.619,6.165,6.784,6.29,6.687,6.707,7.098,6.895,6.76,6.908,6.939,6.991,6.672,5.969,4.754,4.715
"Driving lesson fees - after 5pm","440105",6.132,6.871,6.896,7.073,7.491,8.392,9.147,9.467,9.626,9.871,9.748,9.799,9.456,9.446,9.532,9.389,8.293,7.793,7.131,6.557,6.114,5.654,5.542,5.77,6.219,6.215,6.444,6.082,5.788,5.314,5.416,5.599,5.481,5.24,5.325,4.821,4.504,3.933,3.337,3.566,3.563,3.937,3.796,3.588,3.463,3.53,3.623,3.386,3.085,3.095,3.19,3.063,3.245,2.936
"Window cleaning - 3-bedroom semi, exterior only","440113",3.735,3.659,4.455,4.527,4.48,4.426,5.194,6,6.562,6.426,6.29,6.112,4.983,4.752,4.034,4.197,3.384,3.062,2.835,2.742,2.921,3.199,3.387,3.572,3.511,3.579,4.167,3.913,4.512,4.255,4.14,4.372,4.56,4.835,5.203,5.729,6.011,6.413,6.088,5.954,6.052,6.35,6.357,5.746,5.313,5.361,4.492,2.834,2.397,1.677,1.889,2.33,2.376,3.008
"Washing machine repair","440116",2.573,2.643,3.327,3.078,3.435,3.38,3.021,3.428,3.806,4.263,3.981,4.216,4.396,4.447,4.162,3.863,3.713,4.082,4.497,3.998,4.153,4.326,4.698,4.185,4.464,4.737,4.327,4.189,3.464,2.732,2.814,2.864,2.331,2.059,1.495,2.117,1.738,1.165,1.802,2.13,2.519,2.555,2.646,2.761,3.022,3.027,3.455,3.409,3.958,3.886,3.732,3.664,3.558,3.599
"PC repair","440118",1.144,0.932,1.63,1.603,1.413,1.499,1.44,1.441,1.668,1.703,1.699,1.657,1.684,1.506,1.41,1.394,1.747,1.531,1.554,1.942,3.604,9.351,9.844,9.976,9.823,9.823,9.871,9.77,9.673,9.663,9.246,8.834,6.849,-11.865,-12.123,-12.384,-12.381,-12.381,-11.616,-11.459,-11.365,-11.347,-10.73,-10.637,-10.637,2.568,2.285,2.443,2.441,2.441,1.523,1.393,1.375,1.501
"Childminder fees","440120",3.041,2.977,2.658,3.21,4.082,3.921,4.419,4.476,4.5,3.882,3.672,3.552,3.55,3.623,3.745,3.137,2.861,2.889,2.944,2.952,2.703,2.576,2.507,2.597,2.564,2.364,2.702,2.962,2.744,3.271,2.718,2.769,2.879,2.902,2.976,3.068,3.418,3.676,3.484,3.283,3.546,3.116,3.597,4.054,4.108,4.372,4.425,4.024,4.356,4.262,4.134,4.36,4.2,4.789
"Event catering","440121",4.401,4.538,4.583,4.387,5.316,5.56,6.755,7.499,5.84,6.323,6.57,7.265,7.122,7.451,7.559,7.388,6.062,6.085,5.268,4.937,5.147,4.828,4.876,4.05,3.559,3.436,3.967,4.745,5.713,5.056,5.19,5.353,5.433,5.369,5.16,4.896,5.198,5.485,4.683,4.164,3.501,3.777,3.725,2.911,2.854,3.086,3.244,3.509,3.336,3.215,3.384,3.645,3.405,3.221
"Home removal van hire (within 10 miles)","440123",4.599,4.437,4.255,4.818,5.575,6.202,6.112,7.371,7.211,8.115,7.895,8.818,9.888,9.66,9.549,9.476,9.383,9.607,10.487,9.27,8.396,7.843,8.219,7.595,6.318,6.792,7.222,6.258,5.595,5.606,4.681,4.468,4.438,3.947,3.963,4.354,5.005,3.866,3.561,4.966,5.294,4.435,4.56,4.833,5.408,5.766,5.4,4.81,4.213,4.709,5.738,5.108,4.861,5.436
"Nanny fees","440126",0.181,0.738,0.738,1.439,1.436,1.423,2.139,2.132,2.715,5.156,5.345,5.491,5.615,6.308,6.559,6.733,6.738,7.568,7.065,8.026,7.332,4.934,5.387,6.223,6.092,6.073,5.824,5.494,5.834,5.787,5.549,4.812,4.832,5.31,5.03,4.756,4.785,5.049,5.6,5.51,5.683,4.972,4.962,5.645,5.625,5.467,5.368,4.312,4.371,3.788,3.462,3.119,2.615,2.31
"Self-storage fees","440127",9.204,10.024,10.208,8.918,8.013,7.729,6.76,6.793,7.837,7.196,6.186,4.471,4.742,3.62,2.765,2.424,2.045,2.711,0.403,-0.318,-1.05,-2.174,-1.903,-2.175,-1.196,-0.343,0.849,2.154,1.78,0.752,2.299,2.594,2.889,3.921,4.319,6.231,5.128,3.24,2.694,2.61,2.53,1.836,3.301,3.662,3.74,2.031,1.408,0.121,0.65,2.178,2.627,2.857,3.659,6.518
"Home care assistant","440128",5.541,5.141,5.341,5.306,5.862,5.593,5.862,5.807,5.905,6.447,6.713,6.94,7.07,7.512,7.692,8.489,9.062,8.455,8.461,8.181,8.012,8.036,7.788,7.918,7.98,7.599,7.355,6.467,5.96,7.304,7.309,7.639,8.248,8.377,8.583,8.119,8.123,8.516,8.45,8.396,8.682,7.009,6.569,6.648,6.552,6.249,5.985,6.546,6.391,6.169,6.411,6.202,5.403,5.374
"Playgroup fees","440129",3.406,3.781,3.571,3.515,3.483,3.635,4.45,4.115,4.66,3.595,2.687,2.755,2.909,2.85,3.373,3.836,3.901,3.98,3.499,3.306,2.663,3.4,4.492,4.355,4.272,4.262,3.696,3.167,2.961,2.475,1.745,1.78,2.487,1.651,1.624,1.678,2.804,2.855,3.101,3.515,2.985,2.921,2.898,2.932,2.187,2.618,2.401,2.224,1.851,1.915,2.163,1.76,2.709,2.687
"Funeral fees - basic (excl. doctor, flowers, church, wake)","440227",3.876,3.72,3.584,3.541,3.348,3.273,3.181,3.55,3.675,3.574,3.302,3.644,4.466,5.623,6.369,6.471,7.266,7.647,8.156,8.493,8.63,9.065,8.744,8.506,7.96,7.249,7.223,7.65,7.711,8.174,8.216,7.86,7.752,7.518,7.695,7.356,7.103,6.901,6.895,6.847,6.363,6.139,5.766,5.769,5.396,4.744,4.477,4.336,4.441,4.629,4.509,4.384,4.423,4.317
"Nursery fees (ages 0-4)","440232",3.055,3.131,2.897,3.086,3.272,3.52,3.731,4.228,4.697,5.482,5.727,6.199,6.115,6.303,6.796,7.049,7.236,7.449,8.261,7.72,7.481,7.349,7.439,7.446,7.279,7.22,7.405,7.166,7.572,8.288,7.831,8.089,8.263,7.971,7.675,7.485,7.862,7.812,7.525,7.706,7.659,7.374,7.467,7.62,7.379,7.684,7.67,7.426,7.63,7.394,6.888,6.751,6.698,5.891
"Will writing - basic, single person","440240",5.724,5.709,5.441,5.854,6.656,7.519,7.732,7.246,6.9,7.547,8.004,8.218,8.348,9.35,10.162,9.891,9.256,8.627,8.206,8.08,8.374,7.438,6.405,6.246,6.056,5.893,6.251,5.971,6.418,6.327,6.456,6.487,5.434,5.878,5.964,7.692,8.033,7.53,6.996,7.705,8.379,8.706,8.732,8.916,10.187,9.941,9.803,7.952,7.126,6.85,6.597,6.147,5.3,5.124
"Solicitor fees (e.g. letter writing)","440254",3.671,3.926,4.237,3.228,3.293,3.31,3.554,4.213,4.868,5.37,5.149,5.068,4.358,3.83,3.888,4.295,4.176,3.682,3.589,3.593,2.893,3.042,3.286,3.447,3.713,3.878,3.645,3.906,3.955,3.959,3.315,2.62,2.621,2.016,1.997,2.06,2.142,2.741,4.471,4.379,4.977,4.811,4.51,4.69,4.583,4.893,4.813,5.073,4.884,4.809,3.933,3.487,3.178,3.186
"Men's jacket - casual","510104",1.664,8.119,7.497,4.69,7.453,4.123,3.008,7.229,11.436,11.762,10.98,5.817,12.534,11.66,10.778,8.764,4.12,7.089,7.391,12.183,10.546,12.007,12.108,12.12,1.767,2.102,3.471,2.133,-0.015,-2.683,-0.965,-9.974,-5.623,-8.552,-5.67,-5.188,-2.349,-2.462,-0.596,-1.668,-1.529,2.425,0.958,6.948,2.381,4.04,-1.795,1.281,0.807,-1.623,-2.209,-2.188,-2.431,-5.799
"Men's jeans","510106",5.142,13.406,8.899,5.522,5.103,6.349,4.888,7.041,8.761,7.519,5.801,5.394,6.918,5.989,4.614,5.416,2.483,2.217,2.604,1.922,2.356,2.163,-2.283,2.229,2.59,3.198,4.365,6.354,6.772,4.03,2.22,0.717,1.132,1.42,7.304,2.491,0.111,0.054,1.011,-0.585,-1.034,0.517,1.547,0.781,0.327,1.139,-0.48,2.093,2.768,4.16,1.885,3.02,2.485,0.596
"Men's knitted jumper","510108",3.228,11.697,10.335,2.01,9.391,10.299,7.37,5.835,7.058,5.865,9.068,9.392,10.014,10.861,10.158,5.948,3.312,5.559,7.23,9.435,9.56,7.327,3.329,3.744,4.401,2.046,8.481,4.463,11.305,1.928,4.746,-0.466,-2.036,0.49,3.091,0.352,0.486,0.459,-3.004,-1.72,-4.489,2.918,-2.967,0.921,1.302,3.624,0.452,4.433,3.272,1.954,1.268,2.636,1.357,-4.588
"Men's shirt - formal","510109",12.295,10.619,11.801,10.168,7.34,7.556,9.092,12.147,16.687,14.4,12.889,10.096,12.777,12.125,9.84,9.359,9.176,9.475,6.735,4.719,3.661,2.378,1.191,1.263,0.385,-0.638,2.297,2.291,1.664,0.544,0.209,-0.685,2.117,2.334,4.028,3.424,4.182,2.081,0.953,1.688,1.627,2.929,2.439,4.57,1.079,2.168,0.413,0.874,4.346,5.541,3.851,0.576,2.367,0.74
"Men's polo shirt","510113",5.825,9.069,10.322,4.388,4.192,2.996,2.888,8.013,7.56,9.462,10.12,8.395,10.072,10.955,10.197,8.476,6.703,7.975,7.103,2.949,4.661,2.314,1.16,4.624,2.796,3.976,3.122,3.083,2.734,1.996,1.627,2.852,3.775,3.239,6.302,4.207,3.32,-0.024,-1.926,1.628,2.266,2.651,2.245,-0.672,0.359,0.797,-1.328,-2.629,-4.6,-3.055,5.506,1.971,-0.831,-3.331
"Men's trousers - formal","510117",13.122,8.95,8.984,5.819,5.067,4.371,5.08,8.387,5.598,8.39,9.417,8.74,8.181,8.582,8.523,9.567,9.813,9.241,8.44,7.662,10.566,5.808,3.82,6.39,5.095,3.347,2.993,0.48,2.021,2.427,2.823,3.012,4.26,5.084,5.635,3.865,3.879,4.082,4.221,4.652,2.213,2.457,2.931,0.804,-0.034,-0.54,-1.907,-1.156,-0.852,-1.912,-0.495,0.997,1.95,-0.807
"Men's trousers - casual","510118",13.141,12.825,14.973,9.175,8.48,7.191,5.063,5.161,6.901,6.988,8.819,11.123,10.21,10.386,8.85,10.721,9.907,9.962,10.208,11.517,10.639,9.414,5.14,3.736,0.935,3.351,3.93,2.493,5.389,3.462,-0.336,0.17,1.047,0.698,1.636,3.55,3.615,-1.103,0.627,-2.07,-5.587,-1.726,-0.729,-2.066,-1.876,1.22,0.242,0.404,-0.164,0.595,-2.328,3.854,4.496,-1.081
"Men's jumper, sweatshirt or cardigan","510120",5.065,9.786,8.803,6.89,9.808,7.981,6.258,6.937,10.792,10.109,9.073,11.887,9.401,10.322,6.18,6.081,5.991,2.593,5.694,6.297,5.248,3.732,2.528,1.412,1.86,0.706,5.645,3.067,0.7,2.607,-2.863,-3.513,-1.769,-3.524,-1.223,-2.77,-4.329,-4.356,-4.222,-1.356,0.665,-1.344,-0.062,0.166,0.572,1.718,0.26,5.217,4.205,6.898,2.183,2.173,2.058,-3.801
"Men's joggers or tracksuit bottoms","510122",-4.425,-2.558,-6.84,6.703,0.05,0.332,2.022,3.419,5.978,7.051,10.221,12.061,3.655,5.419,11.986,-0.829,13.261,17.038,10.96,10.779,7.053,5.203,8.627,6.722,13.637,11.803,8.059,6.891,3.854,0.443,-0.447,0.54,0.932,1.68,-1.108,-0.073,0.093,-0.011,2.271,3.074,0.156,3.419,6.793,5.209,5.121,6.707,8.574,3.637,-3.965,-3.134,-3.285,-4.223,-4.546,-5.131
"Men's football shirt (official)","510127",16.399,19.674,16.051,10.48,3.417,-9.988,-5.382,1.641,9.353,12.879,7.862,-0.441,11.613,0.245,7.856,-4.404,-7.963,5.231,16.402,15.077,12.876,8.413,11.258,13.262,12.336,8.569,3.534,23.851,22.742,23.699,8.906,6.772,3.833,3.188,-9.378,-10.352,-10.588,-1.904,-8.955,-8.52,-2.257,-9.961,-0.393,-2.893,-0.606,-5.965,4.695,-0.62,4.095,6.366,14.143,15.395,14.35,14.911
"Men's sweatshirt","510128",-10.859,-6.474,29.159,32.08,34.373,34.257,22.625,19.734,37.023,38.368,42.096,43.128,37.986,36.611,-1.059,-4.773,-4.876,-7.846,17.331,19.57,11.179,8.594,9.303,2.714,3.262,12.137,13.355,12.756,11.405,15.419,2.446,0.679,5.539,9.56,9.94,8.664,11.608,3.427,3.698,5.607,6.011,1.707,2.231,5.146,-2.77,-2.848,-2.476,-5.424,-4.706,-3.495,-4.307,-0.774,-6.258,-3.436
"Men's coat","510130",24.445,16.969,23.947,22.945,22.352,20.66,20.487,22.266,2.62,0.872,-1.207,-4.254,1.951,7.854,3.09,0.107,-0.169,0.074,0.927,0.816,-2.41,0.399,-2.645,3.856,-2.41,-5.628,-2.736,-1.79,-2.129,-2.86,-1.905,-2.963,-1.505,-1.121,1.802,-0.961,-3.269,-5.666,-2.184,-3.492,-3.377,-3.355,-6.877,-5.153,3.243,0.971,-0.472,-0.491,6.877,10.699,5.02,6.684,6.095,5.21
"Men's shirt - casual","510131",3.785,13.433,12.654,9.354,6.481,6.847,8.169,11.008,13.106,9.572,7.338,5.854,12.171,6.127,9.492,8.876,8.661,9.173,6.738,3.965,6.683,4.582,6.472,4.389,3.583,5.342,2.038,2.483,1.356,-0.461,-2.036,-4.793,-3.044,-1.965,0.855,1.022,-1.486,-1.952,2.164,-1.577,0.284,1.311,4.518,4.424,3.674,2.547,-0.083,1.121,1.509,-0.184,-3.57,-2.297,-1.793,-5.668
"Men's T-shirt - short-sleeved","510132",5.307,2.688,11.099,12.526,11.366,11.416,11.201,11.618,11.936,11.767,10.601,13.021,10.961,17.709,16.375,14.948,14.28,13.903,15.835,15.127,10.822,11.209,8.79,9.413,11.101,7.798,3.461,2.226,0.762,-0.633,-3.121,-3.274,-4.155,-4.014,0.471,-0.781,-4.259,-2.928,-1.551,-0.339,0.675,2.058,3.063,3.479,4.7,3.728,-1.017,1.421,4.688,4.562,2.267,2.546,0.959,0.223
"Men's loungewear bottoms","510133",6.283,2.452,2.708,4.862,2.087,2.807,-0.192,-1.199,5.239,2.475,3.901,7.588,2.833,7.498,6.932,5.338,5.334,3.85,2.707,3.776,1.423,1.335,-2.515,-1.542,2.756,2.805,4.438,3.143,4.234,5.983,1.313,2.046,3.942,2.499,5.836,4.363,4.315,1.624,-2.946,-3.604,-1.835,-2.364,1.778,2.183,4.871,5.172,1.056,3.23,-1.051,-3.925,0.911,1.686,-1.003,-5.144
"Men's jacket - formal","510134",,,,,,,,,,,,,10.696,13.435,12.229,7.398,7.687,8.692,8.535,5.938,4.98,2.75,1.71,5.074,6.769,2.688,0.754,2.05,4.918,3.538,3.478,2.882,5.613,6.892,8.065,5.792,5.145,5.437,7.657,4.64,4.36,5.179,8.145,5.939,4.767,1.648,-1.191,-0.35,-3.231,-3.934,-5.254,-2.552,-4.626,-7.808
"Women's shirt or blouse - formal","510206",18.809,26.625,23.664,18.736,16.407,11.693,12.623,17.465,10.519,11.595,11.521,2.238,1.889,7.374,4.997,3.368,0.178,3.287,1.429,1.172,5.578,1.116,2.114,10.369,5.329,3.124,-1.305,3.731,2.967,0.636,3.697,1.029,-0.973,3.319,3.054,-2.061,1.996,3.018,6.167,0.97,1.198,2.812,3.148,-0.237,2.84,4.717,3.946,9.62,2.102,-3.138,1.763,2.383,0.196,1.721
"Women's jacket - formal","510208",19.097,24.264,27.786,22.712,19.2,17.375,15.539,22.247,10.918,10.074,12.249,8.661,3.878,10.576,7.18,10.699,4.038,4.899,6.186,3.575,9.287,10.083,9.03,2.577,6.614,4.288,1.509,0.573,2.96,2.398,-0.114,-2.012,1.147,5.725,4.806,6.57,7.081,1.081,3.272,-0.932,-3.682,-0.021,-2.003,7.631,3.639,4.719,2.569,6.507,8.78,11.031,7.239,9.416,11.029,2.939
"Women's jumper, sweatshirt or cardigan","510212",3.425,12.583,16.09,17.134,6.119,2.818,3.078,10.545,12.195,14.9,14.507,11.521,11.136,17.651,15.616,11.674,15.626,15.087,18.336,11.908,8.196,8.735,4.073,6.235,5.94,2.734,-3.946,-0.243,3.177,4.871,-5.017,3.767,-1.432,-0.422,2.007,0.679,-1.732,-6.06,1.341,-1.859,-2.467,-1.06,6.396,-4.531,6.624,0.062,-1.856,-0.586,3.558,6.713,0.674,0.502,2.931,-0.569
"Women's jacket - casual","510219",17.809,17.545,16.176,9.382,1.446,-0.176,0.077,11.573,10.621,10.336,8.54,5.953,4.79,7.749,4.777,5.313,5.255,8.792,1.646,1.068,4.174,3.675,5.962,7.533,6.199,14.631,11.703,8.478,7.229,1.105,7.057,5.381,3.697,0.346,0.416,-1.492,6.792,-5.273,1.518,5.593,5.837,6.471,3.611,5.48,4.725,15.874,9.641,9.834,3.675,5.678,2.701,-1.202,1.268,-1.229
"Women's top - long-sleeved","510223",-0.961,10.839,7.107,5.68,0.127,-4.108,-7.304,-3.192,1.662,3.194,3.638,3.719,1.831,3.115,1.402,2.224,0.55,9.192,9.299,10.801,7.608,5.175,4.92,5.272,3.227,5.108,8.75,3.651,6.386,-0.721,-2.837,-7.45,-3.27,5.298,-0.128,-0.777,1.522,-6.983,-3.542,0.365,-2.404,0.391,0.699,4.983,1.86,-3.03,-0.29,-1.298,-3.53,-1.065,5.752,8.81,8.963,2.911
"Women's cardigan","510233",15.161,16.822,15.733,16.271,15.655,9.529,9.118,14.704,9.129,5.145,6.717,15.452,8.911,12.147,10.359,6.138,7.692,9.308,4.803,3.062,11.269,13.793,6.621,-1.098,2.953,1.106,4.358,5.496,1.254,1.287,7.443,9.715,5.408,5.025,12.647,8.463,6.692,9.304,4.967,2.077,6.238,1.351,2.738,1.773,1.894,1.749,-2.588,0.692,2.451,3.867,-1.661,0.822,-1.987,2.344
"Women's trousers - casual","510235",0.088,7.557,1.957,0.072,-0.756,-1.488,4.772,0.898,6.385,4.169,0.286,1.464,1.582,4.007,9.51,9.252,11.972,8.178,2.232,7.855,8.99,9.362,9.12,8.163,7.118,4.837,-0.813,-0.113,-2.171,-1.253,1.127,1.638,-1.149,-1.617,5.216,3.095,1.404,-3.3,4.725,0.14,-0.118,4.549,0.755,2.089,6.276,6.579,1.885,1.314,1.886,8.623,1.582,6.214,6.797,5.558
"Women's trousers - formal","510236",11.021,16.929,19.455,11.27,10.766,11.162,9.172,5.755,8.923,12.266,14.982,13.727,7.502,11.283,7.444,6.378,9.745,3.431,1.462,0.383,1.734,1.577,-5.892,-1.111,0.334,4.407,3.479,2.734,1.023,5.238,1.725,4.693,-0.073,-2.096,4.707,-0.823,-2.662,-7.83,-4.46,-5.673,-4.134,-2.354,0.199,0.822,4.007,4.132,4.935,5.854,2.821,2.166,-0.267,0.429,0.019,-0.497
"Women's skirt - casual","510237",2.463,10.266,10.847,11.052,3.992,2.133,5.412,4.513,10.808,4.45,0.341,6.05,6.529,10.856,11.592,8.27,6.777,9.085,7.601,5.629,6.678,9.411,8.037,6.717,17.662,7.51,5.693,6.181,1.469,-1.007,-1.056,5.569,2.514,3.54,7.777,2.502,-2.869,0.193,4.113,3.142,7.438,8.376,9.475,2.034,7.184,4.184,-0.93,3.048,-1.925,1.886,-1.375,-2.822,-3.41,-3.383
"Women's skirt - formal","510238",10.713,19.384,15.813,10.144,8.633,5.282,4.633,13.333,2.59,-4.122,2.984,-0.93,0.915,4.979,6.262,10.4,5.777,4.151,9.847,8.683,7.062,15.36,10.695,11.645,7.774,13.813,8.89,-1.161,1.064,1.608,3.766,4.531,4.484,6.18,5.423,2.468,7.802,0.767,3.172,5.171,7.339,6.675,1.593,4.464,2.005,2.32,-0.411,6.611,3.409,0.312,-1.158,7.658,3.199,7.924
"Women's vest or strappy top","510244",-9.205,-7.763,-13.87,-7.688,-0.502,-0.821,-4.017,-7.045,5.165,10.384,15.583,13.493,9.494,15.102,20.597,17.262,18.179,16.929,14.511,7.469,0.799,6.913,5.871,5.926,7.205,1.523,-1.675,-2.422,-4.882,-6.273,-2.308,-0.247,2.081,-5.607,-2.816,2.383,1.415,1.883,0.57,-1.141,-1.023,0.143,0.798,2.113,3.305,9.416,4.357,-2.914,3.478,2.506,0.43,3.582,0.839,1.265
"Women's dress","510245",7.452,24.111,26.115,21.695,9.124,5.034,7.536,7.875,11.764,10.002,2.935,2.551,4.526,9.254,8.61,7.076,9.188,10.16,8.022,11.46,5.233,6.832,10.214,10.505,4.374,-0.726,-0.87,-1.998,0.357,-1.058,-4.124,2.333,1.449,-0.099,1.787,0.886,2.26,0.737,5.249,6.44,5.624,3.541,9.13,3.871,5.227,4.239,3.295,7.42,-0.068,-0.664,-2.361,-1.685,-2.462,-0.022
"Women's sportswear top","510246",-11.254,8.118,-2.328,7.547,2.076,16.278,26.177,22.687,13.402,29.167,18.787,21.657,20.551,6.015,3.291,11.709,13.78,13.001,5.677,8.809,14.677,-0.769,4.648,0.954,2.858,3.131,13.767,-4.029,-0.657,-7.306,-3.609,2.758,6.003,11.009,9,9.401,2.989,8.481,7.266,5.676,-0.815,6.397,0.579,-5.074,-9.311,-5.932,-9.844,-10.137,1.645,-1.536,-1.728,-1.592,0.87,-3.879
"Women's jeans - own brand","510248",14.088,28.316,20.101,19.635,16.85,9.9,10.661,12.131,12.211,14.774,10.03,7.698,12.19,8.231,10.065,8.278,9.225,9.75,7.945,13.38,16.643,10.293,8.084,12.048,10.012,12.899,5.811,6.175,5.044,2.698,-0.104,-2.097,-1.098,-1.943,1.151,-2.261,0.843,-6.618,2.232,2.303,7.567,6.556,9.873,8.961,7.331,8.93,9.683,10.13,5.017,7.098,-1.143,-0.532,-5.81,-3.227
"Women's jeans - branded","510249",-4.03,0.766,3.81,-0.048,3.424,0.047,5.009,-1.227,17.232,11.97,3.357,4.575,3.211,2.133,0.967,1.011,1.839,3.238,-5.814,3.098,-7.786,-4.561,-0.86,1.283,7.22,4.75,4.643,6.722,2.406,0.275,6.594,7.774,0.242,1.945,2.76,3.692,2.99,0.942,0.948,-7.264,-7.165,-9.419,-11.839,-12.619,-11.199,-13.703,-8.562,-11.809,-9.959,-6.948,-9.101,-2.917,-1.979,0.587
"Women's coat","510250",6.24,7.906,10.276,6.199,2.724,1.382,2.456,3.985,0.224,-0.322,-3.789,-8.584,-2.148,4.092,5.061,5.361,5.533,7.42,3.925,3.727,9.273,3.807,8.224,8.723,6.674,5.692,-1.294,-2.12,-2.859,-5.236,-3.066,-2.246,1.104,4.085,2.883,4.474,4.618,1.063,9.955,7.16,6.653,7.502,7.902,6.893,3.035,5.2,2.096,3.124,4.81,3.867,0.42,2.01,1.448,0.601
"Women's sportswear shorts","510254",0.139,1.965,3.177,4.983,5.204,5.123,12.111,6.678,5.861,13.767,1.912,0.964,1.588,4.629,-1.696,-4.037,-5.062,9.602,-1.692,1.284,7.908,8.446,12.431,10.831,15.242,15.016,17.122,16.623,20.616,1.052,11.106,10.029,-2.94,0.823,-4.349,-6.328,-6.103,-2.333,-2.457,-1.361,0.003,-0.335,7.371,7.404,7.132,-2.149,4.88,3.98,0.712,-8.855,-4.734,-5.519,-5.35,-1.765
"Women's swimsuit","510255",1.514,1.04,4.418,2.88,1.46,3.182,2.25,-0.672,1.109,7.638,4.604,6.955,8.794,7.619,7.942,7.317,10.966,11.361,7.877,12.775,17.438,13.782,17.495,12.775,13.133,10.86,8.654,8.75,7.778,4.977,8.031,7.534,7.372,2.713,6.83,2.198,8.683,11.887,9.715,10.367,7.544,11.954,4.193,-2.628,3.567,9.599,6.457,10.136,3.374,1.004,-0.561,-1.417,-3.602,-4.815
"Women's jacket - showerproof","510256",8.972,5.801,6.813,2.921,3.669,4.16,2.169,3.078,2.738,5.944,-1.046,-4.192,-2.279,-1.39,-0.287,2.135,7.518,6.299,10.785,8.721,11.36,11.344,12.341,17.299,18.884,13.686,13.629,12.307,5.603,6.694,5.578,6.311,1.926,-1.255,0.708,1.806,0.078,0.043,-4.335,-2.862,3.986,1.903,0.008,-3.361,-6.438,-7.152,-1.508,-4.357,-3.562,-3.657,1.926,-2.498,-6.952,-4.29
